Period,Provider Parent Org Code,Provider Parent Name,Provider Org Code,Provider Org Name,Local Authority Code,Local Authority Name,Acute Or Non Acute Description,Reason For Delay,NHS DTOC Beds,NHS,Social Care DTOC beds,Social Care,Both DTOC Beds,Both B
MSitDT-June-2018,Q86,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),AXG,WILTSHIRE HEALTH & CARE,817,WILTSHIRE,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0.466666667,14,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,G_PATIENT_FAMILY_CHOICE,1,30,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,607,NORFOLK,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0.466666667,14,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,E_CARE_PACKAGE_IN_HOME,0.333333333,10,0.466666667,14,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,G_PATIENT_FAMILY_CHOICE,0.233333333,7,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,I_HOUSING,0.133333333,4,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),NAX,EAST COAST COMMUNITY HEALTHCARE C.I.C,609,SUFFOLK,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0.066666667,2,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,E_CARE_PACKAGE_IN_HOME,0.466666667,14,0.266666667,8,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,G_PATIENT_FAMILY_CHOICE,0.066666667,2,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,I_HOUSING,0.4,12,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,805,SURREY,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,DI_RESIDENTIAL_HOME,0.133333333,4,0.4,12,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,DII_NURSING_HOME,0.733333333,22,0.233333333,7,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,E_CARE_PACKAGE_IN_HOME,0.066666667,2,0.133333333,4,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,1.333333333,40,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,G_PATIENT_FAMILY_CHOICE,2.666666667,80,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,I_HOUSING,2.9,87,0,0,0,0
MSitDT-June-2018,Q71,NHS ENGLAND LONDON,NDA,VIRGIN CARE SERVICES LTD,820,KENT,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q88,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,805,SURREY,Non-Acute,O_OTHER,0,0,0,0,0,0
